epoch,train_loss,val_loss
1,0.20360994338989258,0.20845647156238556
2,0.20266187191009521,0.20820921659469604
3,0.20239439606666565,0.20812614262104034
4,0.20225006341934204,0.2080508917570114
5,0.20211224257946014,0.20793645083904266
6,0.20199839770793915,0.20789140462875366
7,0.20191439986228943,0.2078937590122223
8,0.20181909203529358,0.20784561336040497
9,0.20176398754119873,0.20780755579471588
10,0.20169754326343536,0.2077542543411255
11,0.2016259878873825,0.20777693390846252
12,0.2016042321920395,0.20772355794906616
13,0.2015010416507721,0.2077445387840271
14,0.20147821307182312,0.20768442749977112
15,0.20142629742622375,0.2076512575149536
16,0.2013828307390213,0.2076433300971985
17,0.20133164525032043,0.20763292908668518
18,0.20137184858322144,0.20759114623069763
19,0.20123720169067383,0.20760346949100494
20,0.20119929313659668,0.20761127769947052
21,0.20108379423618317,0.20759497582912445
22,0.20112544298171997,0.2075807899236679
23,0.20105670392513275,0.20756511390209198
24,0.20101186633110046,0.20752136409282684
25,0.2010289430618286,0.20750175416469574
26,0.20099788904190063,0.20751701295375824
27,0.2009827196598053,0.20754973590373993
28,0.20090903341770172,0.2074846774339676
29,0.20087189972400665,0.20749732851982117
30,0.20086544752120972,0.20753544569015503
31,0.20082151889801025,0.20751814544200897
32,0.20076240599155426,0.2075377255678177
33,0.20068295300006866,0.20753517746925354
